PlatformID,PlatformName,Courses,HyperlinkPath
2568964006,Bitchip,"Swaniawski, Moore and Funk",http:///fermentum/donec/ut/mauris.xml?risus=nullam&praesent=porttitor&lectus=lacus&vestibulum=at&quam=turpis&sapien=donec&varius=posuere&ut=metus&blandit=vitae&non=ipsum&interdum=aliquam&in=non&ante=mauris&vestibulum=morbi&ante=non&ipsum=lectus&primis=aliquam&in=sit&faucibus=amet&orci=diam&luctus=in&et=magna&ultrices=bibendum&posuere=imperdiet&cubilia=nullam&curae=orci&duis=pede&faucibus=venenatis&accumsan=non&odio=sodales&curabitur=sed&convallis=tincidunt&duis=eu&consequat=felis&dui=fusce&nec=posuere&nisi=felis&volutpat=sed&eleifend=lacus&donec=morbi&ut=sem&dolor=mauris&morbi=laoreet&vel=ut&lectus=rhoncus&in=aliquet&quam=pulvinar&fringilla=sed&rhoncus=nisl&mauris=nunc&enim=rhoncus&leo=dui&rhoncus=vel&sed=sem
7847323338,Zathin,Paucek LLC,http:///dolor/sit/amet/consectetuer/adipiscing/elit.jpg?erat=tempus&curabitur=vel&gravida=pede&nisi=morbi&at=porttitor&nibh=lorem&in=id&hac=ligula&habitasse=suspendisse&platea=ornare&dictumst=consequat&aliquam=lectus&augue=in&quam=est&sollicitudin=risus&vitae=auctor&consectetuer=sed&eget=tristique&rutrum=in&at=tempus&lorem=sit&integer=amet&tincidunt=sem&ante=fusce&vel=consequat&ipsum=nulla&praesent=nisl&blandit=nunc&lacinia=nisl&erat=duis&vestibulum=bibendum&sed=felis&magna=sed&at=interdum&nunc=venenatis&commodo=turpis&placerat=enim&praesent=blandit&blandit=mi&nam=in&nulla=porttitor&integer=pede&pede=justo&justo=eu&lacinia=massa&eget=donec&tincidunt=dapibus&eget=duis&tempus=at&vel=velit&pede=eu&morbi=est&porttitor=congue&lorem=elementum&id=in&ligula=hac&suspendisse=habitasse&ornare=platea&consequat=dictumst&lectus=morbi&in=vestibulum&est=velit&risus=id&auctor=pretium&sed=iaculis&tristique=diam&in=erat&tempus=fermentum&sit=justo&amet=nec&sem=condimentum&fusce=neque&consequat=sapien&nulla=placerat&nisl=ante&nunc=nulla&nisl=justo&duis=aliquam&bibendum=quis
2027227733,Daltfresh,"Dooley, Schiller and Stark",https:///quisque/arcu/libero/rutrum/ac.jpg?faucibus=sem&accumsan=praesent&odio=id&curabitur=massa&convallis=id&duis=nisl&consequat=venenatis&dui=lacinia&nec=aenean&nisi=sit&volutpat=amet&eleifend=justo&donec=morbi&ut=ut&dolor=odio&morbi=cras&vel=mi&lectus=pede&in=malesuada&quam=in&fringilla=imperdiet&rhoncus=et&mauris=commodo&enim=vulputate&leo=justo&rhoncus=in&sed=blandit&vestibulum=ultrices&sit=enim&amet=lorem&cursus=ipsum&id=dolor&turpis=sit&integer=amet&aliquet=consectetuer&massa=adipiscing&id=elit&lobortis=proin&convallis=interdum&tortor=mauris&risus=non&dapibus=ligula&augue=pellentesque
9826235059,Aerified,Howe-Bradtke,http:///vitae/nisl/aenean/lectus/pellentesque/eget/nunc.xml?nascetur=eu&ridiculus=interdum&mus=eu&etiam=tincidunt&vel=in&augue=leo&vestibulum=maecenas&rutrum=pulvinar&rutrum=lobortis&neque=est&aenean=phasellus&auctor=sit&gravida=amet&sem=erat&praesent=nulla&id=tempus&massa=vivamus&id=in&nisl=felis&venenatis=eu&lacinia=sapien&aenean=cursus&sit=vestibulum&amet=proin&justo=eu&morbi=mi&ut=nulla&odio=ac&cras=enim&mi=in&pede=tempor&malesuada=turpis&in=nec&imperdiet=euismod&et=scelerisque&commodo=quam&vulputate=turpis&justo=adipiscing&in=lorem&blandit=vitae&ultrices=mattis&enim=nibh&lorem=ligula&ipsum=nec&dolor=sem&sit=duis&amet=aliquam&consectetuer=convallis&adipiscing=nunc&elit=proin&proin=at&interdum=turpis&mauris=a&non=pede&ligula=posuere&pellentesque=nonummy&ultrices=integer&phasellus=non&id=velit&sapien=donec&in=diam&sapien=neque&iaculis=vestibulum&congue=eget&vivamus=vulputate
1162627417,Stim,Lueilwitz-Schiller,https:///orci/nullam/molestie/nibh/in/lectus.png?donec=nunc&semper=nisl&sapien=duis&a=bibendum&libero=felis&nam=sed&dui=interdum&proin=venenatis&leo=turpis&odio=enim&porttitor=blandit&id=mi&consequat=in&in=porttitor&consequat=pede&ut=justo&nulla=eu&sed=massa&accumsan=donec&felis=dapibus&ut=duis&at=at&dolor=velit&quis=eu&odio=est&consequat=congue&varius=elementum&integer=in&ac=hac&leo=habitasse&pellentesque=platea&ultrices=dictumst&mattis=morbi&odio=vestibulum&donec=velit&vitae=id&nisi=pretium&nam=iaculis&ultrices=diam&libero=erat&non=fermentum&mattis=justo&pulvinar=nec&nulla=condimentum&pede=neque&ullamcorper=sapien&augue=placerat&a=ante&suscipit=nulla&nulla=justo&elit=aliquam&ac=quis&nulla=turpis&sed=eget&vel=elit&enim=sodales&sit=scelerisque&amet=mauris&nunc=sit&viverra=amet&dapibus=eros&nulla=suspendisse&suscipit=accumsan&ligula=tortor&in=quis&lacus=turpis&curabitur=sed&at=ante&ipsum=vivamus&ac=tortor&tellus=duis&semper=mattis&interdum=egestas&mauris=metus&ullamcorper=aenean&purus=fermentum&sit=donec&amet=ut&nulla=mauris&quisque=eget&arcu=massa&libero=tempor&rutrum=convallis&ac=nulla&lobortis=neque&vel=libero&dapibus=convallis&at=eget&diam=eleifend&nam=luctus&tristique=ultricies&tortor=eu&eu=nibh&pede=quisque
5427581782,Zathin,"Stark, Lehner and Auer",http:///nam.xml?ut=morbi&nulla=ut&sed=odio&accumsan=cras&felis=mi&ut=pede&at=malesuada&dolor=in&quis=imperdiet&odio=et&consequat=commodo&varius=vulputate&integer=justo&ac=in&leo=blandit&pellentesque=ultrices&ultrices=enim&mattis=lorem&odio=ipsum&donec=dolor&vitae=sit&nisi=amet&nam=consectetuer&ultrices=adipiscing&libero=elit&non=proin&mattis=interdum&pulvinar=mauris&nulla=non&pede=ligula&ullamcorper=pellentesque&augue=ultrices&a=phasellus&suscipit=id&nulla=sapien&elit=in&ac=sapien&nulla=iaculis&sed=congue&vel=vivamus&enim=metus&sit=arcu&amet=adipiscing&nunc=molestie&viverra=hendrerit&dapibus=at&nulla=vulputate&suscipit=vitae&ligula=nisl&in=aenean&lacus=lectus&curabitur=pellentesque&at=eget&ipsum=nunc&ac=donec&tellus=quis
8830315109,Namfix,Ernser LLC,https:///vitae/mattis/nibh/ligula/nec/sem/duis.html?maecenas=dictumst&leo=morbi&odio=vestibulum&condimentum=velit&id=id&luctus=pretium&nec=iaculis&molestie=diam&sed=erat&justo=fermentum&pellentesque=justo&viverra=nec&pede=condimentum&ac=neque&diam=sapien&cras=placerat&pellentesque=ante&volutpat=nulla&dui=justo&maecenas=aliquam&tristique=quis&est=turpis&et=eget&tempus=elit&semper=sodales&est=scelerisque&quam=mauris&pharetra=sit&magna=amet&ac=eros&consequat=suspendisse&metus=accumsan&sapien=tortor&ut=quis&nunc=turpis&vestibulum=sed&ante=ante&ipsum=vivamus&primis=tortor&in=duis&faucibus=mattis&orci=egestas&luctus=metus&et=aenean&ultrices=fermentum&posuere=donec&cubilia=ut&curae=mauris&mauris=eget&viverra=massa&diam=tempor&vitae=convallis&quam=nulla&suspendisse=neque&potenti=libero&nullam=convallis&porttitor=eget&lacus=eleifend&at=luctus&turpis=ultricies&donec=eu&posuere=nibh&metus=quisque&vitae=id&ipsum=justo&aliquam=sit&non=amet&mauris=sapien&morbi=dignissim&non=vestibulum&lectus=vestibulum&aliquam=ante&sit=ipsum&amet=primis&diam=in&in=faucibus&magna=orci&bibendum=luctus&imperdiet=et
2403147575,Quo Lux,"Hills, Dickens and Breitenberg",https:///bibendum/imperdiet/nullam/orci/pede.html?lectus=eu&in=interdum&est=eu&risus=tincidunt&auctor=in&sed=leo&tristique=maecenas&in=pulvinar&tempus=lobortis&sit=est&amet=phasellus&sem=sit&fusce=amet&consequat=erat&nulla=nulla&nisl=tempus&nunc=vivamus&nisl=in
1030734178,It,Dach and Sons,https:///volutpat/eleifend/donec/ut.js?ridiculus=purus&mus=phasellus&vivamus=in&vestibulum=felis&sagittis=donec&sapien=semper&cum=sapien&sociis=a&natoque=libero&penatibus=nam
9152442187,Job,Block-Murray,http:///eu/interdum/eu/tincidunt.jsp?leo=faucibus&maecenas=orci&pulvinar=luctus&lobortis=et&est=ultrices&phasellus=posuere&sit=cubilia&amet=curae&erat=nulla&nulla=dapibus&tempus=dolor&vivamus=vel&in=est&felis=donec&eu=odio&sapien=justo&cursus=sollicitudin&vestibulum=ut&proin=suscipit&eu=a&mi=feugiat&nulla=et&ac=eros&enim=vestibulum&in=ac&tempor=est&turpis=lacinia&nec=nisi&euismod=venenatis&scelerisque=tristique&quam=fusce&turpis=congue&adipiscing=diam&lorem=id&vitae=ornare&mattis=imperdiet&nibh=sapien&ligula=urna&nec=pretium&sem=nisl&duis=ut&aliquam=volutpat&convallis=sapien&nunc=arcu&proin=sed&at=augue&turpis=aliquam&a=erat&pede=volutpat&posuere=in&nonummy=congue&integer=etiam&non=justo&velit=etiam&donec=pretium&diam=iaculis&neque=justo&vestibulum=in&eget=hac&vulputate=habitasse&ut=platea&ultrices=dictumst&vel=etiam&augue=faucibus&vestibulum=cursus&ante=urna&ipsum=ut&primis=tellus&in=nulla&faucibus=ut&orci=erat&luctus=id&et=mauris&ultrices=vulputate&posuere=elementum
4210175145,Lotstring,Daniel LLC,https:///auctor/gravida/sem.jpg?pede=ante&posuere=vestibulum&nonummy=ante&integer=ipsum&non=primis&velit=in&donec=faucibus&diam=orci&neque=luctus&vestibulum=et&eget=ultrices&vulputate=posuere&ut=cubilia&ultrices=curae&vel=duis&augue=faucibus&vestibulum=accumsan&ante=odio&ipsum=curabitur&primis=convallis&in=duis&faucibus=consequat&orci=dui&luctus=nec&et=nisi&ultrices=volutpat&posuere=eleifend&cubilia=donec&curae=ut&donec=dolor&pharetra=morbi&magna=vel&vestibulum=lectus&aliquet=in&ultrices=quam&erat=fringilla&tortor=rhoncus&sollicitudin=mauris&mi=enim&sit=leo&amet=rhoncus&lobortis=sed&sapien=vestibulum&sapien=sit&non=amet&mi=cursus&integer=id&ac=turpis&neque=integer&duis=aliquet&bibendum=massa&morbi=id&non=lobortis&quam=convallis&nec=tortor&dui=risus&luctus=dapibus&rutrum=augue&nulla=vel&tellus=accumsan&in=tellus&sagittis=nisi&dui=eu
1493958070,Treeflex,Greenholt Group,http:///rutrum.png?tortor=praesent&risus=lectus&dapibus=vestibulum&augue=quam&vel=sapien&accumsan=varius&tellus=ut&nisi=blandit&eu=non&orci=interdum&mauris=in&lacinia=ante&sapien=vestibulum&quis=ante&libero=ipsum&nullam=primis&sit=in&amet=faucibus&turpis=orci&elementum=luctus&ligula=et&vehicula=ultrices&consequat=posuere&morbi=cubilia&a=curae&ipsum=duis&integer=faucibus&a=accumsan&nibh=odio&in=curabitur&quis=convallis&justo=duis&maecenas=consequat&rhoncus=dui&aliquam=nec&lacus=nisi&morbi=volutpat&quis=eleifend&tortor=donec&id=ut&nulla=dolor&ultrices=morbi&aliquet=vel&maecenas=lectus&leo=in&odio=quam&condimentum=fringilla&id=rhoncus&luctus=mauris&nec=enim&molestie=leo&sed=rhoncus&justo=sed&pellentesque=vestibulum&viverra=sit&pede=amet&ac=cursus&diam=id&cras=turpis&pellentesque=integer&volutpat=aliquet&dui=massa&maecenas=id&tristique=lobortis&est=convallis&et=tortor&tempus=risus&semper=dapibus&est=augue&quam=vel&pharetra=accumsan&magna=tellus&ac=nisi&consequat=eu&metus=orci&sapien=mauris&ut=lacinia&nunc=sapien&vestibulum=quis&ante=libero&ipsum=nullam&primis=sit&in=amet&faucibus=turpis&orci=elementum&luctus=ligula&et=vehicula&ultrices=consequat&posuere=morbi&cubilia=a&curae=ipsum
3606212143,Home Ing,Little-Kub,http:///convallis/nulla.xml?curae=elementum&duis=eu&faucibus=interdum&accumsan=eu&odio=tincidunt&curabitur=in&convallis=leo&duis=maecenas&consequat=pulvinar&dui=lobortis&nec=est&nisi=phasellus&volutpat=sit&eleifend=amet&donec=erat&ut=nulla&dolor=tempus&morbi=vivamus&vel=in&lectus=felis&in=eu&quam=sapien&fringilla=cursus
1871873800,Trippledex,Toy LLC,http:///adipiscing/elit/proin/interdum/mauris.js?aliquam=donec&convallis=quis&nunc=orci&proin=eget&at=orci&turpis=vehicula&a=condimentum&pede=curabitur&posuere=in&nonummy=libero
